Sam Mbakwe International Airport,Imo,Africa/Lagos
Geneina Airport,Geneina,Africa/Khartoum
Buffalo Spring,Samburu South,Africa/Nairobi
Walvis Bay Airport,Walvis Bay,Africa/Windhoek
Katima Mulilo Airport,Mpacha,Africa/Windhoek
Solio Ranch Airport,Solio,Africa/Nairobi
Spray View Airport,Spray View,Africa/Harare
Warri Airport,Osubi,Africa/Lagos
Nelspruit Airport,Nelspruit,Africa/Johannesburg
Sabi Sabi Airport,Sabi Sabi,Africa/Johannesburg
Tsletsi Airport,Djelfa,Africa/Algiers
Nzagi Airport,Nzagi,Africa/Luanda
Catoca Airport,Catoca,Africa/Luanda
Lucapa Airport,Lucapa,Africa/Luanda
Capanda Airport,Kapanda,Africa/Luanda
Am Timan Airport,Am Timan,Africa/Ndjamena
Shark El Oweinat International Airport,Sharq Al-Owainat,Africa/Cairo
Awassa Airport,Awasa,Africa/Addis_Ababa
Wilwal International Airport,Jijiga,Africa/Addis_Ababa
Mekane Selam Airport,Mekane Selam,Africa/Addis_Ababa
Debra Marcos Airport,Debre Marqos,Africa/Addis_Ababa
Debre Tabor Airport,Debre Tabor,Africa/Addis_Ababa
Harar Meda Airport,Debre Zeyit,Africa/Addis_Ababa
Robe Airport,Goba,Africa/Addis_Ababa
Mayumba Airport,Mayumba,Africa/Libreville
Mara Serena Lodge Airstrip,Masai Mara,Africa/Nairobi
Lewa Airport,Lewa,Africa/Nairobi
Mulika Lodge Airport,Meru National Park,Africa/Nairobi
Rumbek Airport,Rumbek,Africa/Juba
Yei Airport,Yei,Africa/Juba
Cape Palmas Airport,Greenville,Africa/Monrovia
Bazaruto Island Airport,Bazaruto Island,Africa/Maputo
Benguera Island Airport,Benguera Island,Africa/Maputo
Inhaca Airport,Inhaca,Africa/Maputo
Indigo Bay Lodge Airport,Indigo Bay Lodge,Africa/Maputo
Gombe Lawanti International Airport,Gombe,Africa/Lagos
Akwa Ibom International Airport,Uyo,Africa/Lagos
Katsina Airport,Katsina,Africa/Lagos
Ouro Sogui Airport,Matam,Africa/Dakar
K50 Airport,Mogadishu,Africa/Mogadishu
Wadi Halfa Airport,Wadi Halfa,Africa/Khartoum
Enfidha - Hammamet International Airport,Enfidha,Africa/Tunis
Kidepo Airport,Kidepo,Africa/Kampala
Kitgum Airport,Kitgum,Africa/Kampala
Bugungu Airport,Pakuba,Africa/Kampala
Grootfontein Airport,Grootfontein,Africa/Windhoek
Rundu Airport,Rundu,Africa/Windhoek
Camp Okavango Airport,Okavango Delta,Africa/Gaborone
Mammy Yoko Heliport,Freetown,Africa/Freetown
Shearwater Heliport,Victoria Falls,Africa/Harare
Kota Kinabalu Airport,Kota Kinabalu,Africa/Lagos
Kasaba Bay Airport,Kasaba Bay,Africa/Lusaka
Mantsonyane Airport,Mantsonyane,Africa/Maseru
El Alamein International Airport,Dabaa City,Africa/Cairo
Fes Sefrou Airport,Fes,Africa/Casablanca
Hastings Airport,Freetown,Africa/Freetown
Bougouni Airport,Bougouni,Africa/Bamako
Keekorok Airport,Keekorok,Africa/Nairobi
Ukunda Airstrip,Ukunda,Africa/Nairobi
Khwai River Lodge Airport,Khwai River,Africa/Gaborone
Okaukuejo Airport,Okaukuejo,Africa/Windhoek
Mokuti Lodge Airport,Mokuti Lodge,Africa/Windhoek
Maramba Aerodrome,Livingstone,Africa/Lusaka
Tsumeb Airport,Tsumeb,Africa/Windhoek
Crocodile Camp Air Strip,Tsavo East,Africa/Nairobi
Crocodile Camp Air Strip,Tsavo East,Africa/Nairobi
Sohag International Airport,Sohag,Africa/Cairo
Aweil Airport,Aweil,Africa/Juba
Wau Airport,Wau,Africa/Juba
Humera Airport,Humera,Africa/Addis_Ababa
Moyale Airport,Moyale,Africa/Nairobi
Zagora Airport,Zagora,Africa/Casablanca
Yengema Airport,Yengema,Africa/Freetown
Gbangbatok Airport,Gbangbatok,Africa/Freetown
Msembe Airport,Msembe,Africa/Dar_es_Salaam
Aliwal North Airport,Aliwal North,Africa/Johannesburg
Alkantpan Copper Airport,Alkantpan,Africa/Johannesburg
Alldays Airport,Alldays,Africa/Johannesburg
Bredasdorp Airport,Barberton,Africa/Johannesburg
Bungoma Airport,Bungoma,Africa/Nairobi
Bura East Airport,Bura,Africa/Nairobi
Busia Airport,Busia,Africa/Nairobi
Embu Airport,Embu,Africa/Nairobi
Garba Tula Airport,Garba Tula,Africa/Nairobi
Garissa Airport,Garissa,Africa/Nairobi
Hola Airport,Hola,Africa/Nairobi
Homa Bay Airport,Homa Bay,Africa/Nairobi
Isiolo Airport,Isiolo,Africa/Nairobi
Kericho Airport,Kericho,Africa/Nairobi
Kilaguni Airport,Kilaguni,Africa/Nairobi
Newnan Hospital Heliport,Bengassi,Africa/Bamako
Lewa Airport,Lewa Downs,Africa/Nairobi
Kissidougou Airport,Kissidougou,Africa/Conakry
Keetmanshoop Airport,Keetmanshoop,Africa/Windhoek
Cuamba Airport,Cuamba,Africa/Maputo
Berdoba Airport,Berdoba,Africa/Ndjamena
Thorny Bush Game Lodge Airport,Hoedspruit,Africa/Johannesburg
Kasongo Airport,Kasongo,Africa/Lubumbashi
Bumi Airport,Bumi Hills,Africa/Harare
Bouarfa Airport,Bouarfa,Africa/Casablanca
Nyeri Airport,NYERI,Africa/Nairobi
Likoma Island Airport,Likoma Island,Africa/Blantyre
Torit Airport,Torit,Africa/Juba
Obock Airport,Obock,Africa/Djibouti
Tadjoura Airport,Tadjoura,Africa/Djibouti
Kabale Airport,Kabale,Africa/Kampala
Cape Town Waterfort Heliport,Cap Town,Africa/Johannesburg
Beni Mellal Airport,Beni Mellal,Africa/Casablanca
Goulimime Airport,Goulimime,Africa/Casablanca
Tazadit Airport,Zouerat,Africa/Nouakchott
Asaba International Airport,Asaba,Africa/Lagos
Akwa Ibom International Airport,Uyo,Africa/Lagos
Semera Airport,Semera,Africa/Addis_Ababa
Kasama Airport,Kasama,Africa/Lusaka
Mbeya Airport,Mbeya,Africa/Dar_es_Salaam
Mpanda Airport,Mpanda,Africa/Dar_es_Salaam
Songea Airport,Songea,Africa/Dar_es_Salaam
Morogoro Airport,Morogoro,Africa/Dar_es_Salaam
Kirawira Aerodrome,Grumeti Game Reserve,Africa/Dar_es_Salaam
Sikasso Airport,Sikasso,Africa/Bamako
