Altamira Airport,Altamira,America/Belem
Itacoatiara Airport,Itaituba,America/Boa_Vista
Itaituba Airport,Itaituba,America/Belem
Bahia - Jorge Amado Airport,Ilheus,America/Fortaleza
Usiminas Airport,Ipatinga,America/Sao_Paulo
Francisco Vilela do Amaral Airport,Itumbiara,America/Sao_Paulo
Prefeito Renato Moreira Airport,Imperatriz,America/Fortaleza
Belém/Brigadeiro Protásio de Oliveira Airport,Belem,America/Belem
Francisco de Assis Airport,Juiz De Fora,America/Sao_Paulo
Presidente Castro Pinto International Airport,Joao Pessoa,America/Fortaleza
Lauro Carneiro de Loyola Airport,Joinville,America/Sao_Paulo
Presidente João Suassuna Airport,Campina Grande,America/Fortaleza
Viracopos International Airport,Campinas,America/Sao_Paulo
Lages Airport,Lajes,America/Sao_Paulo
Lins Airport,Lins,America/Sao_Paulo
Governador José Richa Airport,Londrina,America/Sao_Paulo
Bom Jesus da Lapa Airport,Bom Jesus Da Lapa,America/Fortaleza
Lagoa Santa Airport,Lagoa Santa,America/Sao_Paulo
João Correa da Rocha Airport,Maraba,America/Belem
Monte Dourado Airport,Almeirim,America/Belem
Regional de Maringá - Sílvio Nane Junior Airport,Maringa,America/Sao_Paulo
Mário Ribeiro Airport,Montes Claros,America/Sao_Paulo
Ponta Pelada Airport,Manaus,America/Boa_Vista
Zumbi dos Palmares Airport,Maceio,America/Fortaleza
Alberto Alcolumbre Airport,Macapa,America/Fortaleza
Dix-Sept Rosado Airport,Mocord,America/Fortaleza
Campo de Marte Airport,Sao Paulo,America/Sao_Paulo
Manicoré Airport,Manicore,America/Boa_Vista
Ministro Victor Konder International Airport,Navegantes,America/Sao_Paulo
Santo Ângelo Airport,Santo Angelo,America/Sao_Paulo
Governador Aluízio Alves International Airport,Natal,America/Fortaleza
Oiapoque Airport,Oioiapoque,America/Fortaleza
Salgado Filho Airport,Porto Alegre,America/Sao_Paulo
Prefeito Doutor João Silva Filho Airport,Parnaiba,America/Fortaleza
Poços de Caldas - Embaixador Walther Moreira Salles Airport,Pocos De Caldas,America/Sao_Paulo
Lauro Kurtz Airport,Passo Fundo,America/Sao_Paulo
João Simões Lopes Neto International Airport,Pelotas,America/Sao_Paulo
Senador Nilo Coelho Airport,Petrolina,America/Fortaleza
Porto Nacional Airport,Porto Nacional,America/Fortaleza
Ponta Porã Airport,Ponta Pora,America/Campo_Grande
Governador Jorge Teixeira de Oliveira Airport,Porto Velho,America/Boa_Vista
Plácido de Castro Airport,Rio Branco,America/Rio_Branco
Guararapes - Gilberto Freyre International Airport,Recife,America/Fortaleza
Santos Dumont Airport,Rio De Janeiro,America/Sao_Paulo
Leite Lopes Airport,Ribeirao Preto,America/Sao_Paulo
Santa Cruz Air Force Base,Rio De Janeiro,America/Sao_Paulo
Professor Urbano Ernesto Stumpf Airport,Sao Jose Dos Campos,America/Sao_Paulo
Marechal Cunha Machado International Airport,Sao Luis,America/Fortaleza
Congonhas Airport,Sao Paulo,America/Sao_Paulo
Prof. Eribelto Manoel Reino State Airport,Sao Jose Do Rio Preto,America/Sao_Paulo
Base Aérea de Santos Airport,Santos,America/Sao_Paulo
Deputado Luiz Eduardo Magalhães International Airport,Salvador,America/Fortaleza
Trombetas Airport,Oriximina,America/Belem
Senador Petrônio Portela Airport,Teresina,America/Fortaleza
Tefé Airport,Tefe,America/Boa_Vista
Tarauacá Airport,Tarauaca,America/Rio_Branco
Telêmaco Borba Airport,Telemaco Borba,America/Sao_Paulo
Tiriós Airport,Obidos Tirios,America/Belem
Tabatinga Airport,Tabatinga,America/Boa_Vista
Tucuruí Airport,Tucurui,America/Belem
São Gabriel da Cachoeira Airport,Sao Gabriel,America/Boa_Vista
Paulo Afonso Airport,Paulo Alfonso,America/Fortaleza
Rubem Berta Airport,Uruguaiana,America/Sao_Paulo
Ten. Cel. Aviador César Bombonato Airport,Uberlandia,America/Sao_Paulo
Mário de Almeida Franco Airport,Uberaba,America/Sao_Paulo
Major Brigadeiro Trompowsky Airport,Varginha,America/Sao_Paulo
Brigadeiro Camarão Airport,Vilhena,America/Boa_Vista
Eurico de Aguiar Salles Airport,Vitoria,America/Sao_Paulo
Iauaretê Airport,Iauarete,America/Boa_Vista
Campo Fontenelle Airport,Piracununga,America/Sao_Paulo
Chacalluta Airport,Arica,America/Santiago
Balmaceda Airport,Balmaceda,America/Santiago
El Bosque Airport,Santiago,America/Santiago
Chile Chico Airport,Chile Chico,America/Santiago
El Loa Airport,Calama,America/Santiago
Gral. Bernardo O´Higgins Airport,Chillan,America/Santiago
Pdte. Carlos Ibañez del Campo Airport,Punta Arenas,America/Santiago
Teniente Vidal Airport,Coyhaique,America/Santiago
Diego Aracena Airport,Iquique,America/Santiago
Comodoro Arturo Merino Benítez International Airport,Santiago,America/Santiago
Andrés Sabella Gálvez International Airport,Antofagasta,America/Santiago
Capitan Fuentes Martinez Airport Airport,Porvenir,America/Santiago
Futaleufú Airport,Futaleufu,America/Santiago
María Dolores Airport,Los Angeles,America/Santiago
Guardiamarina Zañartu Airport,Puerto Williams,America/Santiago
Carriel Sur Airport,Concepcion,America/Santiago
Cañal Bajo Carlos - Hott Siebert Airport,Osorno,America/Santiago
Vallenar Airport,Vallenar,America/Santiago
De La Independencia Airport,Rancagua,America/Santiago
La Florida Airport,La Serena,America/Santiago
Eulogio Sánchez Airport,Santiago,America/Santiago
Maquehue Airport,Temuco,America/Santiago
El Tepual Airport,Puerto Montt,America/Santiago
Chaitén Airport,Chaiten,America/Santiago
Pichoy Airport,Valdivia,America/Santiago
Chachoán Airport,Ambato,America/Guayaquil
Hacienda Clementina Airport,Clementia,America/Guayaquil
Francisco De Orellana Airport,Coca,America/Guayaquil
Mariscal Lamar Airport,Cuenca,America/Guayaquil
José Joaquín de Olmedo International Airport,Guayaquil,America/Guayaquil
Gualaquiza Airport,Gualaquiza,America/Guayaquil
Atahualpa Airport,Ibarra,America/Guayaquil
Km 192 Airport,Km-192,America/Guayaquil
Hacienda La Julia Airport,La Julia,America/Guayaquil
Cotopaxi International Airport,Latacunga,America/Guayaquil
Jose Maria Velasco Ibarra Airport,Macara,America/Guayaquil
Coronel E Carvajal Airport,Macas,America/Guayaquil
General Manuel Serrano Airport,Machala,America/Guayaquil
El Carmen Airport,Montalvo,America/Guayaquil
Eloy Alfaro International Airport,Manta,America/Guayaquil
Maragrosa Airport,Maragrosa,America/Guayaquil
Amable Calle Gutierrez Airport,Pasaje,America/Guayaquil
Reales Tamarindos Airport,Portoviejo,America/Guayaquil
Quevedo Airport,Quevedo,America/Guayaquil
Mariscal Sucre International Airport,Quito,America/Guayaquil
Chimborazo Airport,Riobamba,America/Guayaquil
Santa Rosa International Airport,Santa Rosa,America/Guayaquil
General Ulpiano Paez Airport,Salinas,America/Guayaquil
Santo Domingo de Los Colorados Airport,Santo Domingo,America/Guayaquil
Taura Airport,Taura,America/Guayaquil
Mayor Galo Torres Airport,Tena,America/Guayaquil
Tarapoa Airport,Tarapoa,America/Guayaquil
Teniente Coronel Luis a Mantilla Airport,Tulcan,America/Guayaquil
Silvio Pettirossi International Airport,Asuncion,America/Asuncion
Juan De Ayolas Airport,Ayolas,America/Asuncion
Teniente Col Carmelo Peralta Airport,Conception,America/Asuncion
Itaipú Airport,Itaipu,America/Asuncion
Dr. Luis Maria Argaña International Airport,Mariscal Estigarribia,America/Asuncion
Carlos Miguel Gimenez Airport,Pilar,America/Asuncion
El Eden Airport,Armenia,America/Bogota
Tres De Mayo Airport,Puerto Asis,America/Bogota
Las Flores Airport,El Banco,America/Bogota
Palonegro Airport,Bucaramanga,America/Bogota
El Dorado International Airport,Bogota,America/Bogota
Ernesto Cortissoz International Airport,Barranquilla,America/Bogota
José Celestino Mutis Airport,Bahia Solano,America/Bogota
Gerardo Tobar López Airport,Buenaventura,America/Bogota
Camilo Daza International Airport,Cucuta,America/Bogota
Rafael Nuñez International Airport,Cartagena,America/Bogota
Alfonso Bonilla Aragon International Airport,Cali,America/Bogota
La Florida Airport,Tumaco,America/Bogota
Las Brujas Airport,Corozal,America/Bogota
Yariguíes Airport,Barrancabermeja,America/Bogota
Gustavo Artunduaga Paredes Airport,Florencia,America/Bogota
Santiago Vila Airport,Girardot,America/Bogota
Juan Casiano Airport,Guapi,America/Bogota
Guaymaral Airport,Guaymaral,America/Bogota
Perales Airport,Ibague,America/Bogota
San Luis Airport,Ipiales,America/Bogota
Antonio Roldan Betancourt Airport,Carepa,America/Bogota
Jorge Isaac Airport,La Mina,America/Bogota
Alfredo Vásquez Cobo International Airport,Leticia,America/Bogota
Enrique Olaya Herrera Airport,Medellin,America/Bogota
Baracoa Airport,Magangue,America/Bogota
Los Garzones Airport,Monteria,America/Bogota
Fabio Alberto Leon Bentley Airport,Mitu,America/Bogota
La Nubia Airport,Manizales,America/Bogota
Benito Salas Airport,Neiva,America/Bogota
Aguas Claras Airport,Ocana,America/Bogota
Otu Airport,Otu,America/Bogota
Puerto Bolívar Airport,Puerto Bolivar,America/Bogota
German Olano Airport,Puerto Carreno,America/Bogota
Matecaña International Airport,Pereira,America/Bogota
Pitalito Airport,Pitalito,America/Bogota
Guillermo León Valencia Airport,Popayan,America/Bogota
Antonio Narino Airport,Pasto,America/Bogota
El Embrujo Airport,Providencia,America/Bogota
Mariquita Airport,Mariquita,America/Bogota
Jose Maria Córdova International Airport,Rio Negro,America/Bogota
Almirante Padilla Airport,Rio Hacha,America/Bogota
Jorge E. Gonzalez Torres Airport,San Jose Del Guaviare,America/Bogota
Simón Bolívar International Airport,Santa Marta,America/Bogota
Gustavo Rojas Pinilla International Airport,San Andres Island,America/Bogota
Eduardo Falla Solano Airport,San Vincente De Caguan,America/Bogota
Gustavo Vargas Airport,Tame,America/Bogota
Santiago Perez Airport,Arauca,America/Bogota
El Caraño Airport,Quibdo,America/Bogota
Heriberto Gíl Martínez Airport,Tulua,America/Bogota
Alfonso López Pumarejo Airport,Valledupar,America/Bogota
Vanguardia Airport,Villavicencio,America/Bogota
Bermejo Airport,Bermejo,America/La_Paz
Jorge Wilsterman International Airport,Cochabamba,America/La_Paz
Chimore Airport,Chapacura,America/La_Paz
Capitán Aníbal Arab Airport,Cobija,America/La_Paz
El Alto International Airport,La Paz,America/La_Paz
Juan Mendoza Airport,Oruro,America/La_Paz
Capitan Nicolas Rojas Airport,Potosi,America/La_Paz
Capitán Av. Salvador Ogaya G. airport,Puerto Suarez,America/La_Paz
Santa Ana Del Yacuma Airport,Santa Ana,America/La_Paz
Juana Azurduy De Padilla Airport,Sucre,America/La_Paz
Capitan Oriel Lea Plaza Airport,Tarija,America/La_Paz
Teniente Av. Jorge Henrich Arauz Airport,Trinidad,America/La_Paz
Teniente Coronel Rafael Pabón Airport,Villa Montes,America/La_Paz
Viru Viru International Airport,Santa Cruz,America/La_Paz
Yacuiba Airport,Yacuiba,America/La_Paz
Johan Adolf Pengel International Airport,Zandery,America/Paramaribo
Cayenne-Rochambeau Airport,Cayenne,America/Cayenne
Saint-Georges-de-l'Oyapock Airport,St.-georges Oyapock,America/Cayenne
Huancabamba Airport,Huancabamba,America/Lima
Alferez FAP Alfredo Vladimir Sara Bauer Airport,Andoas,America/Lima
Teniente General Gerardo Pérez Pinedo Airport,Atalaya,America/Lima
Iberia Airport,Iberia,America/Lima
Cap FAP David Abenzur Rengifo International Airport,Pucallpa,America/Lima
Teniente FAP Jaime A De Montreuil Morales Airport,Chimbote,America/Lima
Puerto Esperanza Airport,Puerto Esperanza,America/Lima
Cesar Torke Podesta Airport,Moquegua,America/Lima
Capitan FAP Jose A Quinones Gonzales International Airport,Chiclayo,America/Lima
Coronel FAP Alfredo Mendivil Duarte Airport,Ayacucho,America/Lima
Andahuaylas Airport,Andahuaylas,America/Lima
Comandante FAP German Arias Graziani Airport,Anta,America/Lima
Jorge Chávez International Airport,Lima,America/Lima
Juanjui Airport,Juanjui,America/Lima
Francisco Carle Airport,Jauja,America/Lima
Inca Manco Capac International Airport,Juliaca,America/Lima
Ilo Airport,Ilo,America/Lima
Las Palmas Air Base,Las Palmas,America/Lima
Capitan FAP Pedro Canga Rodriguez Airport,Tumbes,America/Lima
Moises Benzaquen Rengifo Airport,Yurimaguas,America/Lima
Collique Airport,Collique,America/Lima
Chachapoyas Airport,Chachapoyas,America/Lima
Coronel FAP Francisco Secada Vignetta International Airport,Iquitos,America/Lima
Rodríguez Ballón International Airport,Arequipa,America/Lima
Capitán FAP Leonardo Alvariño Herr Airport,San Ramon,America/Lima
Capitan FAP Carlos Martinez De Pinillos International Airport,Trujillo,America/Lima
Capitán FAP Renán Elías Olivera International Airport,Pisco,America/Lima
Cadete FAP Guillermo Del Castillo Paredes Airport,Tarapoto,America/Lima
Coronel FAP Carlos Ciriani Santa Rosa International Airport,Tacna,America/Lima
Padre Aldamiz International Airport,Puerto Maldonado,America/Lima
Capitán FAP Guillermo Concha Iberico International Airport,Piura,America/Lima
Capitan Montes Airport,Talara,America/Lima
Alejandro Velasco Astete International Airport,Cuzco,America/Lima
Angel S Adami Airport,Montevideo,America/Montevideo
Santa Bernardina International Airport,Durazno,America/Montevideo
Carrasco International /General C L Berisso Airport,Montevideo,America/Montevideo
Nueva Hesperides International Airport,Salto,America/Montevideo
Oswaldo Guevara Mujica Airport,Acarigua,America/Caracas
Anaco Airport,Anaco,America/Caracas
San Fernando de Atabapo Airport,San Fernando Deatabapo,America/Caracas
General José Antonio Anzoategui International Airport,Barcelona,America/Caracas
Barinas Airport,Barinas,America/Caracas
El Libertador Airbase,Maracaibo,America/Caracas
Barquisimeto International Airport,Barquisimeto,America/Caracas
"\"Aeropuerto \"\"General Tomas de Heres\"\". Ciudad Bolivar\"",Ciudad Bolivar,America/Caracas
Caicara del Orinoco Airport,Caicara De Orinoco,America/Caracas
San Carlos Airport,San Carlos,America/Caracas
Calabozo Airport,Calabozo,America/Caracas
Canaima Airport,Canaima,America/Caracas
Carora Airport,Carora,America/Caracas
General Francisco Bermúdez Airport,Carupano,America/Caracas
José Leonardo Chirinos Airport,Coro,America/Caracas
Oscar Machado Zuluaga Airport,Caracas,America/Caracas
Cumaná (Antonio José de Sucre) Airport,Cumana,America/Caracas
Capitán Manuel Ríos Airbase,Carrizal,America/Caracas
El Dorado Airport,El Dorado,America/Caracas
Elorza Airport,Elorza,America/Caracas
Guasdalito Airport,Guasdualito,America/Caracas
Guiria Airport,Guiria,America/Caracas
Guanare Airport,Guanare,America/Caracas
Higuerote Airport,Higuerote,America/Caracas
Andrés Miguel Salazar Marcano Airport,Isla De Coche,America/Caracas
Josefa Camejo International Airport,Paraguana,America/Caracas
San Juan de Los Morros Airport,San Juan De Los Morros,America/Caracas
La Fria Airport,La Fria,America/Caracas
La Orchila Airport,La Orchila,America/Caracas
La Chinita International Airport,Maracaibo,America/Caracas
Alberto Carnevalli Airport,Merida,America/Caracas
Del Caribe Santiago Mariño International Airport,Porlamar,America/Caracas
Simón Bolívar International Airport,Caracas,America/Caracas
Maturín Airport,Maturin,America/Caracas
Cacique Aramare Airport,Puerto Ayacucho,America/Caracas
General Bartolome Salom International Airport,Puerto Cabello,America/Caracas
Paramillo Airport,San Cristobal,America/Caracas
General Manuel Carlos Piar International Airport,Guayana,America/Caracas
Palmarito Airport,Palmarito,America/Caracas
San Antonio Del Tachira Airport,San Antonio,America/Caracas
Santa Bárbara de Barinas Airport,Santa Barbara,America/Caracas
Santa Elena de Uairen Airport,Santa Ana De Uairen,America/Caracas
Mayor Buenaventura Vivas International Airport,Santo Domingo,America/Caracas
Sub Teniente Nestor Arias Airport,San Felipe,America/Caracas
San Fernando De Apure Airport,San Fernando De Apure,America/Caracas
San Tomé Airport,San Tome,America/Caracas
Santa Bárbara del Zulia Airport,Santa Barbara,America/Caracas
Tucupita Airport,Tucupita,America/Caracas
Tumeremo Airport,Tumeremo,America/Caracas
Arturo Michelena International Airport,Valencia,America/Caracas
Dr. Antonio Nicolás Briceño Airport,Valera,America/Caracas
Valle de La Pascua Airport,Valle De La Pascua,America/Caracas
Linden Airport,Linden,America/Guyana
Lethem Airport,Lethem,America/Guyana
V.C. Bird International Airport,Antigua,America/Antigua
Sir Grantley Adams International Airport,Bridgetown,America/Barbados
Canefield Airport,Canefield,America/Dominica
Douglas-Charles Airport,Dominica,America/Dominica
Martinique Aimé Césaire International Airport,Fort-de-france,America/Martinique
Pointe-à-Pitre Le Raizet,Pointe-a-pitre,America/Guadeloupe
Point Salines International Airport,Point Salines,America/Grenada
Cyril E. King Airport,St. Thomas,America/St_Thomas
Henry E Rohlsen Airport,St. Croix Island,America/St_Thomas
Rafael Hernandez Airport,Aguadilla,America/Puerto_Rico
Diego Jimenez Torres Airport,Fajardo,America/Puerto_Rico
Fernando Luis Ribas Dominicci Airport,San Juan,America/Puerto_Rico
Eugenio Maria De Hostos Airport,Mayaguez,America/Puerto_Rico
Mercedita Airport,Ponce,America/Puerto_Rico
Luis Munoz Marin International Airport,San Juan,America/Puerto_Rico
Robert L. Bradshaw International Airport,Basse Terre,America/St_Kitts
George F. L. Charles Airport,Castries,America/St_Lucia
Hewanorra International Airport,Hewandorra,America/St_Lucia
Queen Beatrix International Airport,Oranjestad,America/Aruba
Flamingo International Airport,Kralendijk,America/Curacao
Hato International Airport,Willemstad,America/Curacao
F. D. Roosevelt Airport,Oranjestad,America/Curacao
Princess Juliana International Airport,Philipsburg,America/Curacao
Clayton J Lloyd International Airport,The Valley,America/Anguilla
Tobago-Crown Point Airport,Scarborough,America/Port_of_Spain
Piarco International Airport,Port-of-spain,America/Port_of_Spain
Terrance B. Lettsome International Airport,Tortola,America/Tortola
Canouan Airport,Canouan Island,America/St_Vincent
Mustique Airport,Mustique,America/St_Vincent
Argyle International Airport,Kingstown,America/St_Vincent
Barter Island LRRS Airport,Barter Island,America/Anchorage
Wainwright Air Station,Fort Wainwright,America/Anchorage
Cape Lisburne LRRS Airport,Cape Lisburne,America/Anchorage
Point Lay LRRS Airport,Point Lay,America/Anchorage
Orlando Executive Airport,Orlando,America/New_York
Bettles Airport,Bettles,America/Anchorage
Clear Airport,Clear Mews,America/Anchorage
Indian Mountain LRRS Airport,Indian Mountains,America/Anchorage
Fort Yukon Airport,Fort Yukon,America/Anchorage
Sparrevohn LRRS Airport,Sparrevohn,America/Anchorage
Bryant Army Heliport,Fort Richardson,America/Anchorage
Tatalina LRRS Airport,Tatalina,America/Anchorage
Cape Romanzof LRRS Airport,Cape Romanzof,America/Anchorage
Laurence G Hanscom Field,Bedford,America/New_York
St Paul Island Airport,St. Paul Island,America/Anchorage
Cape Newenham LRRS Airport,Cape Newenham,America/Anchorage
St George Airport,Point Barrow,America/Anchorage
Iliamna Airport,Iliamna,America/Anchorage
Platinum Airport,Port Moller,America/Anchorage
Big Mountain Airport,Big Mountain,America/Anchorage
Oscoda Wurtsmith Airport,Oscoda,America/New_York
Marina Municipal Airport,Fort Ord,America/Los_Angeles
Sacramento Mather Airport,Sacramento,America/Los_Angeles
Bicycle Lake Army Air Field,Fort Irwin,America/Los_Angeles
Twentynine Palms (Self) Airport,Twenty Nine Palms,America/Los_Angeles
Fort Smith Regional Airport,Fort Smith,America/Chicago
Merrill Field,Anchorage,America/Anchorage
Grants-Milan Municipal Airport,Grants,America/Denver
Ponca City Regional Airport,Ponca City,America/Chicago
Hunter Army Air Field,Hunter Aaf,America/New_York
Grand Forks International Airport,Grand Forks,America/Chicago
"Pine Bluff Regional Airport, Grider Field",Pine Bluff,America/Chicago
Whiting Field Naval Air Station - North,Milton,America/Chicago
Ernest A. Love Field,Prescott,America/Phoenix
Trenton Mercer Airport,Trenton,America/New_York
General Edward Lawrence Logan International Airport,Boston,America/New_York
Travis Air Force Base,Fairfield,America/Los_Angeles
Griffiss International Airport,Rome,America/New_York
Wendover Airport,Wendover,America/Denver
Mobile Downtown Airport,Mobile,America/Chicago
Metropolitan Oakland International Airport,Oakland,America/Los_Angeles
Eppley Airfield,Omaha,America/Chicago
Port Angeles Cgas Airport,Port Angeles,America/Los_Angeles
Wichita Eisenhower National Airport,Wichita,America/Chicago
Kansas City International Airport,Kansas City,America/Chicago
Dane County Regional Truax Field,Madison,America/Chicago
Dillingham Airport,Dillingham,America/Anchorage
Boone County Airport,Harrison,America/Chicago
Phoenix Sky Harbor International Airport,Phoenix,America/Phoenix
Bangor International Airport,Bangor,America/New_York
Fort Lauderdale Executive Airport,Fort Lauderdale,America/New_York
East Texas Regional Airport,Longview,America/Chicago
Anderson Regional Airport,Andersen,America/New_York
Spokane International Airport,Spokane,America/Los_Angeles
North Perry Airport,Hollywood,America/New_York
San Francisco International Airport,San Francisco,America/Los_Angeles
Cut Bank International Airport,Cutbank,America/Denver
Acadiana Regional Airport,Louisiana,America/Chicago
Gainesville Regional Airport,Gainesville,America/New_York
Memphis International Airport,Memphis,America/Chicago
Bisbee Douglas International Airport,Douglas,America/Phoenix
Allen Army Airfield,Delta Junction,America/Anchorage
TSTC Waco Airport,Waco,America/Chicago
Annette Island Airport,Annette Island,America/Anchorage
Caribou Municipal Airport,Caribou,America/New_York
Little Rock Air Force Base,Jacksonville,America/Chicago
Redstone Army Air Field,Redstone,America/Chicago
Pope Field,Fort Bragg,America/New_York
Dalhart Municipal Airport,Dalhart,America/Chicago
DLF Airport,Del Rio,America/Chicago
Los Angeles International Airport,Los Angeles,America/Los_Angeles
Anniston Regional Airport,Anniston,America/Chicago
Cleveland Hopkins International Airport,Cleveland,America/New_York
Dover Air Force Base,Dover,America/New_York
Cincinnati Northern Kentucky International Airport,Cincinnati,America/New_York
Tipton Airport,Fort Meade,America/New_York
China Lake Naws (Armitage Field) Airport,China Lake,America/Los_Angeles
Huron Regional Airport,Huron,America/Chicago
Juneau International Airport,Juneau,America/Anchorage
Lafayette Regional Airport,Lafayette,America/Chicago
Newark Liberty International Airport,Newark,America/New_York
Boise Air Terminal/Gowen Field,Boise,America/Denver
Creech Air Force Base,Indian Springs,America/Los_Angeles
Garden City Regional Airport,Garden City,America/Chicago
Minot International Airport,Minot,America/Chicago
Maxwell Air Force Base,Montgomery,America/Chicago
Robinson Army Air Field,Robinson,America/Chicago
Dallas Love Field,Dallas,America/Chicago
Butts AAF (Fort Carson) Air Field,Fort Carson,America/Denver
Helena Regional Airport,Helena,America/Denver
Miramar Marine Corps Air Station - Mitscher Field,Miramar,America/Los_Angeles
Luke Air Force Base,Phoenix,America/Phoenix
Hurlburt Field,Mary Esther,America/Chicago
Jack Northrop Field Hawthorne Municipal Airport,Hawthorne,America/Los_Angeles
Houlton International Airport,Houlton,America/New_York
Vance Air Force Base,Enid,America/Chicago
Point Mugu Naval Air Station (Naval Base Ventura Co),Point Mugu,America/Los_Angeles
Edwards Air Force Base,Edwards Afb,America/Los_Angeles
Lake Charles Regional Airport,Lake Charles,America/Chicago
Myrtle Beach International Airport,Myrtle Beach,America/New_York
Lemoore Naval Air Station (Reeves Field) Airport,Lemoore,America/Los_Angeles
Nantucket Memorial Airport,Nantucket,America/New_York
Felker Army Air Field,Fort Eustis,America/New_York
Campbell AAF (Fort Campbell) Air Field,Hopkinsville,America/Chicago
Ronald Reagan Washington National Airport,Washington,America/New_York
Patuxent River Naval Air Station (Trapnell Field),Patuxent River,America/New_York
Palacios Municipal Airport,Palacios,America/Chicago
Arkansas International Airport,Blytheville,America/Chicago
Atlantic City International Airport,Atlantic City,America/New_York
Tinker Air Force Base,Oklahoma City,America/Chicago
Elizabeth City Regional Airport & Coast Guard Air Station,Elizabeth City,America/New_York
Pueblo Memorial Airport,Pueblo,America/Denver
Northern Maine Regional Airport at Presque Isle,Presque Isle,America/New_York
Kirtland Air Force Base,Kirtland A.f.b.,America/Denver
Gray Army Air Field,Fort Lewis,America/Los_Angeles
Kodiak Airport,Kodiak,America/Anchorage
Fort Lauderdale Hollywood International Airport,Fort Lauderdale,America/New_York
Muskogee-Davis Regional Airport,Muskogee,America/Chicago
Falls International Airport,International Falls,America/Chicago
Salt Lake City International Airport,Salt Lake City,America/Denver
Childress Municipal Airport,Childress,America/Chicago
Keesler Air Force Base,Biloxi,America/Chicago
Lawson Army Air Field (Fort Benning),Fort Benning,America/New_York
Kingsville Naval Air Station,Kingsville,America/Chicago
Marshall Army Air Field,Fort Riley,America/Chicago
Harrisburg International Airport,Harrisburg,America/New_York
Lincoln Airport,Lincoln,America/Chicago
Capital City Airport,Lansing,America/New_York
Massena International Richards Field,Massena,America/New_York
Hickory Regional Airport,Hickory,America/New_York
Albert Whitted Airport,St. Petersburg,America/New_York
Page Field,Fort Myers,America/New_York
George Bush Intercontinental Houston Airport,Houston,America/Chicago
Millinocket Municipal Airport,Millinocket,America/New_York
Joint Base Andrews,Camp Springs,America/New_York
Smith Reynolds Airport,Winston-salem,America/New_York
Southern California Logistics Airport,Victorville,America/Los_Angeles
Bob Sikes Airport,Crestview,America/Chicago
Wheeler Sack Army Air Field,Fort Drum,America/New_York
St Clair County International Airport,Port Huron,America/New_York
Meadows Field,Bakersfield,America/Los_Angeles
El Paso International Airport,El Paso,America/Denver
Valley International Airport,Harlingen,America/Chicago
Columbia Metropolitan Airport,Columbia,America/New_York
Davis Monthan Air Force Base,Tucson,America/Phoenix
Pensacola Naval Air Station/Forrest Sherman Field,Pensacola,America/Chicago
Pensacola Regional Airport,Pensacola,America/Chicago
Grand Forks Air Force Base,Red River,America/Chicago
William P Hobby Airport,Houston,America/Chicago
Buckley Air Force Base,Buckley,America/Denver
Northway Airport,Northway,America/Anchorage
"\"Warren \"\"Bud\"\" Woods Palmer Municipal Airport\"",Palmer,America/Anchorage
Pittsburgh International Airport,Pittsburgh,America/New_York
Wiley Post Will Rogers Memorial Airport,Barrow,America/Anchorage
Ellington Airport,Houston,America/Chicago
Whidbey Island Naval Air Station (Ault Field),Whidbey Island,America/Los_Angeles
Alice International Airport,Alice,America/Chicago
Moody Air Force Base,Valdosta,America/New_York
Miami International Airport,Miami,America/New_York
Seattle Tacoma International Airport,Seattle,America/Los_Angeles
Lovell Field,Chattanooga,America/New_York
Igor I Sikorsky Memorial Airport,Stratford,America/New_York
Jackson-Medgar Wiley Evers International Airport,Jackson,America/Chicago
Scholes International At Galveston Airport,Galveston,America/Chicago
Long Beach /Daugherty Field/ Airport,Long Beach,America/Los_Angeles
Williamsport Regional Airport,Williamsport,America/New_York
Indianapolis International Airport,Indianapolis,America/New_York
Whiteman Air Force Base,Knobnoster,America/Chicago
Akron Fulton International Airport,Akron,America/New_York
Greenwood–Leflore Airport,Greenwood,America/Chicago
Westchester County Airport,White Plains,America/New_York
Francis S Gabreski Airport,West Hampton Beach,America/New_York
Jonesboro Municipal Airport,Jonesboro,America/Chicago
Tonopah Test Range Airport,Tonopah,America/Los_Angeles
Palm Beach County Park Airport,West Palm Beach,America/New_York
North Island Naval Air Station-Halsey Field,San Diego,America/Los_Angeles
Biggs Army Air Field (Fort Bliss),El Paso,America/Denver
Yuma MCAS/Yuma International Airport,Yuma,America/Phoenix
Cavern City Air Terminal,Carlsbad,America/Denver
Duluth International Airport,Duluth,America/Chicago
Bethel Airport,Bethel,America/Anchorage
Bowman Field,Louisville,America/New_York
Sierra Vista Municipal Libby Army Air Field,Fort Huachuca,America/Phoenix
"Terre Haute Regional Airport, Hulman Field",Terre Haute,America/New_York
Havre City County Airport,Havre,America/Denver
Grant County International Airport,Grant County Airport,America/Los_Angeles
Edward F Knapp State Airport,Montpelier,America/New_York
San Nicolas Island Nolf Airport,San Nicolas Island,America/Los_Angeles
Richmond International Airport,Richmond,America/New_York
Shreveport Regional Airport,Shreveport,America/Chicago
Merle K (Mudhole) Smith Airport,Cordova,America/Anchorage
Norfolk International Airport,Norfolk,America/New_York
Southeast Texas Regional Airport,Beaumont,America/Chicago
Savannah Hilton Head International Airport,Savannah,America/New_York
Hill Air Force Base,Ogden,America/Denver
