Muskoka Airport,Muskoka,America/Toronto
Quebec Jean Lesage International Airport,Quebec,America/Toronto
Red Deer Regional Airport,Red Deer Industrial,America/Edmonton
Windsor Airport,Windsor,America/Toronto
Watson Lake Airport,Watson Lake,America/Vancouver
Kenora Airport,Kenora,America/Winnipeg
Lethbridge County Airport,Lethbridge,America/Edmonton
Greater Moncton International Airport,Moncton,America/Halifax
Comox Airport,Comox,America/Vancouver
Regina International Airport,Regina,America/Regina
Thunder Bay Airport,Thunder Bay,America/Toronto
Grande Prairie Airport,Grande Prairie,America/Edmonton
Yorkton Municipal Airport,Yorkton,America/Regina
North Battleford Airport,North Battleford,America/Regina
Gander International Airport,Gander,America/St_Johns
Sydney / J.A. Douglas McCurdy Airport,Sydney,America/Halifax
Quesnel Airport,Quesnel,America/Vancouver
Resolute Bay Airport,Resolute,America/Winnipeg
Rivière-du-Loup Airport,Riviere Du Loup,America/Toronto
Roberval Airport,Roberval,America/Toronto
Rocky Mountain House Airport,Rocky Mountain House,America/Edmonton
Rankin Inlet Airport,Rankin Inlet,America/Winnipeg
Sudbury Airport,Sudbury,America/Toronto
Sherbrooke Airport,Sherbrooke,America/Toronto
Saint John Airport,St. John,America/Halifax
Fort Smith Airport,Fort Smith,America/Edmonton
Nanisivik Airport,Nanisivik,America/Toronto
Summerside Airport,Summerside,America/Halifax
Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Sachs Harbour,America/Edmonton
Cape Dorset Airport,Cape Dorset,America/Toronto
Thompson Airport,Thompson,America/Winnipeg
CFB Trenton,Trenton,America/Toronto
Timmins/Victor M. Power,Timmins,America/Toronto
Billy Bishop Toronto City Centre Airport,Toronto,America/Toronto
Tuktoyaktuk Airport,Tuktoyaktuk,America/Edmonton
Montreal / Pierre Elliott Trudeau International Airport,Montreal,America/Toronto
Repulse Bay Airport,Repulse Bay,America/Winnipeg
Hall Beach Airport,Hall Beach,America/Toronto
Rouyn Noranda Airport,Rouyn,America/Toronto
La Ronge Airport,La Ronge,America/Regina
Vermilion Airport,Vermillion,America/Edmonton
Qikiqtarjuaq Airport,Broughton Island,America/Toronto
Val-d'Or Airport,Val D'or,America/Toronto
Kuujjuaq Airport,Quujjuaq,America/Toronto
Norman Wells Airport,Norman Wells,America/Edmonton
Vancouver International Airport,Vancouver,America/Vancouver
Buffalo Narrows Airport,Buffalo Narrows,America/Regina
Wiarton Airport,Wiarton,America/Toronto
Petawawa Airport,Petawawa,America/Toronto
Winnipeg / James Armstrong Richardson International Airport,Winnipeg,America/Winnipeg
Wabush Airport,Wabush,America/Halifax
Williams Lake Airport,Williams Lake,America/Vancouver
Wrigley Airport,Wrigley,America/Edmonton
Cranbrook/Canadian Rockies International Airport,Cranbrook,America/Edmonton
Edmonton City Centre (Blatchford Field) Airport,Edmonton,America/Edmonton
Saskatoon John G. Diefenbaker International Airport,Saskatoon,America/Regina
Medicine Hat Airport,Medicine Hat,America/Edmonton
Fort St John Airport,Fort Saint John,America/Dawson_Creek
Sioux Lookout Airport,Sioux Lookout,America/Winnipeg
Pangnirtung Airport,Pangnirtung,America/Toronto
Earlton (Timiskaming Regional) Airport,Earlton,America/Toronto
Prince George Airport,Prince George,America/Vancouver
Northwest Regional Airport Terrace-Kitimat,Terrace,America/Vancouver
London Airport,London,America/Toronto
Abbotsford Airport,Abbotsford,America/Vancouver
Whitehorse / Erik Nielsen International Airport,Whitehorse,America/Vancouver
North Bay Jack Garland Airport,North Bay,America/Toronto
Calgary International Airport,Calgary,America/Edmonton
Smithers Airport,Smithers,America/Vancouver
Fort Nelson Airport,Fort Nelson,America/Vancouver
Penticton Airport,Penticton,America/Vancouver
Charlottetown Airport,Charlottetown,America/Halifax
Taloyoak Airport,Spence Bay,America/Edmonton
Victoria International Airport,Victoria,America/Vancouver
Lynn Lake Airport,Lynn Lake,America/Winnipeg
Swift Current Airport,Swift Current,America/Regina
Churchill Airport,Churchill,America/Winnipeg
Goose Bay Airport,Goose Bay,America/Halifax
St. John's International Airport,St. John's,America/St_Johns
Kapuskasing Airport,Kapuskasing,America/Toronto
Armstrong Airport,Armstrong,America/Toronto
Mont Joli Airport,Mont Joli,America/Toronto
Lester B. Pearson International Airport,Toronto,America/Toronto
Downsview Airport,Toronto,America/Toronto
Gore Bay Manitoulin Airport,Gore Bay,America/Toronto
Yellowknife Airport,Yellowknife,America/Edmonton
Slave Lake Airport,Slave Lake,America/Edmonton
Sandspit Airport,Sandspit,America/Vancouver
Chris Hadfield Airport,Sarnia,America/Toronto
Port Hardy Airport,Port Hardy,America/Vancouver
Whitecourt Airport,Whitecourt,America/Edmonton
Sept-Îles Airport,Sept-iles,America/Toronto
Teslin Airport,Teslin,America/Vancouver
CFB Greenwood,Greenwood,America/Halifax
Faro Airport,Faro,America/Vancouver
Fort Mcpherson Airport,Fort Mcpherson,America/Edmonton
Miquelon Airport,Miquelon,America/Miquelon
St Pierre Airport,St.-pierre,America/Miquelon
North Caicos Airport,North Caicos,America/Grand_Turk
Providenciales Airport,Providenciales,America/Grand_Turk
South Caicos Airport,South Caicos,America/Grand_Turk
Arroyo Barril Airport,Samana,America/Santo_Domingo
Maria Montez International Airport,Barahona,America/Santo_Domingo
Cabo Rojo Airport,Cabo Rojo,America/Santo_Domingo
Casa De Campo International Airport,La Romana,America/Santo_Domingo
Punta Cana International Airport,Punta Cana,America/Santo_Domingo
Gregorio Luperon International Airport,Puerto Plata,America/Santo_Domingo
Las Américas International Airport,Santo Domingo,America/Santo_Domingo
San Isidro Air Base,San Isidoro,America/Santo_Domingo
Cibao International Airport,Santiago,America/Santo_Domingo
Bananera Airport,Bananera,America/Guatemala
Coban Airport,Coban,America/Guatemala
La Aurora Airport,Guatemala City,America/Guatemala
Retalhuleu Airport,Retalhuleu,America/Guatemala
San José Airport,San Jose,America/Guatemala
Goloson International Airport,La Ceiba,America/Tegucigalpa
Ramón Villeda Morales International Airport,San Pedro Sula,America/Tegucigalpa
La Laguna Airport,Guanaja,America/Tegucigalpa
Juan Manuel Galvez International Airport,Roatan,America/Tegucigalpa
Tela Airport,Tela,America/Tegucigalpa
Toncontín International Airport,Tegucigalpa,America/Tegucigalpa
Trujillo Airport,Trujillo,America/Tegucigalpa
Boscobel Aerodrome,Ocho Rios,America/Jamaica
Norman Manley International Airport,Kingston,America/Jamaica
Sangster International Airport,Montego Bay,America/Jamaica
Ken Jones Airport,Port Antonio,America/Jamaica
Tinson Pen Airport,Kingston,America/Jamaica
General Juan N Alvarez International Airport,Acapulco,America/Mexico_City
Del Norte International Airport,Monterrey,America/Mexico_City
Jesús Terán Paredo International Airport,Aguascalientes,America/Mexico_City
Bahías de Huatulco International Airport,Huatulco,America/Mexico_City
General Mariano Matamoros Airport,Cuernavaca,America/Mexico_City
Ciudad Acuña New International Airport,Ciudad Acuna,America/Mexico_City
Ciudad del Carmen International Airport,Ciudad Del Carmen,America/Mexico_City
Nuevo Casas Grandes Airport,Nuevo Casas Grandes,America/Mazatlan
Chilpancingo Airport,Chilpancingo,America/Mexico_City
Bachigualato Federal International Airport,Culiacan,America/Mazatlan
Chetumal International Airport,Chetumal,America/Cancun
Ciudad Obregón International Airport,Ciudad Obregon,America/Hermosillo
Ingeniero Alberto Acuña Ongay International Airport,Campeche,America/Mexico_City
Abraham González International Airport,Ciudad Juarez,America/Mazatlan
General Roberto Fierro Villalobos International Airport,Chihuahua,America/Mazatlan
General Pedro Jose Mendez International Airport,Ciudad Victoria,America/Mexico_City
Cozumel International Airport,Cozumel,America/Cancun
General Guadalupe Victoria International Airport,Durango,America/Mexico_City
Amado Nervo National Airport,Tepic,America/Mazatlan
Ensenada International Airport,Ensenada,America/Tijuana
Don Miguel Hidalgo Y Costilla International Airport,Guadalajara,America/Mexico_City
General José María Yáñez International Airport,Guaymas,America/Hermosillo
Tehuacan Airport,Tehuacan,America/Mexico_City
General Ignacio P. Garcia International Airport,Hermosillo,America/Hermosillo
Licenciado Miguel de la Madrid Airport,Colima,America/Mexico_City
Isla Mujeres Airport,Isla Mujeres,America/Cancun
Plan De Guadalupe International Airport,Saltillo,America/Mexico_City
Ixtepec Airport,Iztepec,America/Mexico_City
Lázaro Cárdenas Airport,Lazard Cardenas,America/Mexico_City
Valle del Fuerte International Airport,Los Mochis,America/Mazatlan
Del Bajío International Airport,Del Bajio,America/Mexico_City
Manuel Márquez de León International Airport,La Paz,America/Mazatlan
Loreto International Airport,Loreto,America/Mazatlan
General Servando Canales International Airport,Matamoros,America/Mexico_City
Licenciado Manuel Crescencio Rejon Int Airport,Merida,America/Mexico_City
General Rodolfo Sánchez Taboada International Airport,Mexicali,America/Tijuana
General Francisco J. Mujica International Airport,Morelia,America/Mexico_City
Minatitlán/Coatzacoalcos National Airport,Minatitlan,America/Mexico_City
Monclova International Airport,Monclova,America/Mexico_City
Licenciado Benito Juarez International Airport,Mexico City,America/Mexico_City
General Mariano Escobedo International Airport,Monterrey,America/Mexico_City
General Rafael Buelna International Airport,Mazatlan,America/Mazatlan
Nogales International Airport,Nogales,America/Hermosillo
Quetzalcóatl International Airport,Nuevo Laredo,America/Mexico_City
Xoxocotlán International Airport,Oaxaca,America/Mexico_City
El Tajín National Airport,Poza Rico,America/Mexico_City
Hermanos Serdán International Airport,Puebla,America/Mexico_City
Ingeniero Juan Guillermo Villasana Airport,Pachuca,America/Mexico_City
Mar de Cortés International Airport,Punta Penasco,America/Hermosillo
Piedras Negras International Airport,Piedras Negras,America/Mexico_City
Licenciado y General Ignacio Lopez Rayon Airport,Uruapan,America/Mexico_City
Licenciado Gustavo Díaz Ordaz International Airport,Puerto Vallarta,America/Mexico_City
Puerto Escondido International Airport,Puerto Escondido,America/Mexico_City
Querétaro Intercontinental Airport,Queretaro,America/Mexico_City
General Lucio Blanco International Airport,Reynosa,America/Mexico_City
Los Cabos International Airport,San Jose Del Cabo,America/Mazatlan
San Felipe International Airport,San Filipe,America/Tijuana
Ponciano Arriaga International Airport,San Luis Potosi,America/Mexico_City
Tlaxcala Airport,Tlaxcala,America/Mexico_City
Terán Air Base,Tuxtla Gutierrez,America/Mexico_City
Francisco Sarabia International Airport,Torreon,America/Mexico_City
Angel Albino Corzo International Airport,Tuxtla Gutierrez,America/Mexico_City
General Abelardo L. Rodríguez International Airport,Tijuana,America/Tijuana
General Francisco Javier Mina International Airport,Tampico,America/Mexico_City
Tamuin Airport,Tamuin,America/Mexico_City
Licenciado Adolfo Lopez Mateos International Airport,Toluca,America/Mexico_City
Tapachula International Airport,Tapachula,America/Mexico_City
Cancún International Airport,Cancun,America/Cancun
Carlos Rovirosa Pérez International Airport,Villahermosa,America/Mexico_City
General Heriberto Jara International Airport,Vera Cruz,America/Mexico_City
General Leobardo C. Ruiz International Airport,Zacatecas,America/Mexico_City
Ixtapa Zihuatanejo International Airport,Zihuatanejo,America/Mexico_City
Zamora Airport,Zamora,America/Mexico_City
Playa De Oro International Airport,Manzanillo,America/Mexico_City
Zapopan Airport,Zapopan,America/Mexico_City
Bluefields Airport,Bluefields,America/Managua
Los Brasiles Airport,Los Brasiles,America/Managua
Leon (Fanor Urroz) Airport,Leon,America/Managua
Augusto C. Sandino (Managua) International Airport,Managua,America/Managua
Puerto Cabezas Airport,Puerto Cabezas,America/Managua
Bocas Del Toro International Airport,Bocas Del Toro,America/Panama
Cap Manuel Niño International Airport,Changuinola,America/Panama
Enrique Malek International Airport,David,America/Panama
Panama Pacific International Airport,Howard,America/Panama
Marcos A. Gelabert International Airport,Panama,America/Panama
Ruben Cantu Airport,Santiago,America/Panama
Tocumen International Airport,Panama City,America/Panama
Buenos Aires Airport,Buenos Aires,America/Costa_Rica
Coto 47 Airport,Coto 47,America/Costa_Rica
Chacarita Airport,Chacarita,America/Costa_Rica
El Carmen de Siquirres Airport,El Carmen,America/Costa_Rica
Finca 10 / Nuevo Palmar Sur Airport,Finca 10,America/Costa_Rica
Golfito Airport,Golfito,America/Costa_Rica
Guapiles Airport,Guapiles,America/Costa_Rica
Daniel Oduber Quiros International Airport,Liberia,America/Costa_Rica
Los Chiles Airport,Los Chiles,America/Costa_Rica
Limon International Airport,Limon,America/Costa_Rica
Nosara Airport,Nosara Beach,America/Costa_Rica
Juan Santamaria International Airport,San Jose,America/Costa_Rica
Pandora Airport,Pandora,America/Costa_Rica
Palmar Sur Airport,Palmar Sur,America/Costa_Rica
Quepos Managua Airport,Quepos,America/Costa_Rica
Santa Clara De Guapiles Airport,Santa Clara,America/Costa_Rica
San Vito De Java Airport,San Vito De Jaba,America/Costa_Rica
Monseñor Óscar Arnulfo Romero International Airport,San Salvador,America/El_Salvador
Ilopango International Airport,San Salvador,America/El_Salvador
Les Cayes Airport,Cayes,America/Port-au-Prince
Cap Haitien International Airport,Cap Haitien,America/Port-au-Prince
Jacmel Airport,Jacmel,America/Port-au-Prince
Toussaint Louverture International Airport,Port-au-prince,America/Port-au-Prince
Gustavo Rizo Airport,Baracoa Playa,America/Havana
Carlos Manuel de Cespedes Airport,Bayamo,America/Havana
Maximo Gomez Airport,Ciego De Avila,America/Havana
Jardines Del Rey Airport,Cunagua,America/Havana
Jaime Gonzalez Airport,Cienfuegos,America/Havana
Vilo Acuña International Airport,Cayo Largo del Sur,America/Havana
Ignacio Agramonte International Airport,Camaguey,America/Havana
Antonio Maceo International Airport,Santiago De Cuba,America/Havana
Florida Airport,Florida,America/Havana
Mariana Grajales Airport,Guantanamo,America/Havana
José Martí International Airport,Havana,America/Havana
Frank Pais International Airport,Holguin,America/Havana
La Coloma Airport,La Coloma,America/Havana
Orestes Acosta Airport,Moa,America/Havana
Sierra Maestra Airport,Manzanillo,America/Havana
Rafael Cabrera Airport,Nueva Gerona,America/Havana
Playa Baracoa Airport,Baracoa Playa,America/Havana
Pinar Del Rio Airport,Pinar Del Rio Norte,America/Havana
San Antonio De Los Banos Airport,San Antonio De Banos,America/Havana
Abel Santamaria Airport,Santa Clara,America/Havana
Joaquín de Agüero Airport,Santa Lucia,America/Havana
Siguanea Airport,Siguanea,America/Havana
Sancti Spiritus Airport,Sancti Spiritus,America/Havana
Juan Gualberto Gomez International Airport,Varadero,America/Havana
Hermanos Ameijeiras Airport,Las Tunas,America/Havana
Gerrard Smith International Airport,Cayman Brac,America/Cayman
Owen Roberts International Airport,Georgetown,America/Cayman
Clarence A. Bain Airport,Clarence Bain,America/Nassau
Andros Town Airport,Andros Town,America/Nassau
Leonard M Thompson International Airport,Marsh Harbor,America/Nassau
San Andros Airport,San Andros,America/Nassau
Spring Point Airport,Spring Point,America/Nassau
Sandy Point Airport,Sandy Point,America/Nassau
Treasure Cay Airport,Treasure Cay,America/Nassau
Chub Cay Airport,Chub Cay,America/Nassau
Great Harbour Cay Airport,Bullocks Harbour,America/Nassau
South Bimini Airport,Alice Town,America/Nassau
Exuma International Airport,Great Exuma,America/Nassau
George Town Airport,George Town,America/Nassau
North Eleuthera Airport,North Eleuthera,America/Nassau
Governor's Harbour Airport,Governor's Harbor,America/Nassau
Normans Cay Airport,Norman's Cay,America/Nassau
Rock Sound Airport,Rock Sound,America/Nassau
Staniel Cay Airport,Staniel Cay,America/Nassau
Grand Bahama International Airport,Freeport,America/Nassau
Inagua Airport,Matthew Town,America/Nassau
Deadman's Cay Airport,Dead Man's Cay,America/Nassau
Stella Maris Airport,Stella Maris,America/Nassau
Mayaguana Airport,Mayaguana,America/Nassau
Lynden Pindling International Airport,Nassau,America/Nassau
Duncan Town Airport,Duncan Town,America/Nassau
Rum Cay Airport,Port Nelson,America/Nassau
San Salvador Airport,Cockburn Town,America/Nassau
Philip S. W. Goldson International Airport,Belize City,America/Belize
Comodoro Pierrestegui Airport,Concordia,America/Cordoba
Gualeguaychu Airport,Gualeguaychu,America/Cordoba
Junin Airport,Junin,America/Buenos_Aires
General Urquiza Airport,Parana,America/Cordoba
Islas Malvinas Airport,Rosario,America/Cordoba
Sauce Viejo Airport,Santa Fe,America/Cordoba
Jorge Newbery Airpark,Buenos Aires,America/Buenos_Aires
Ingeniero Ambrosio Taravella Airport,Cordoba,America/Cordoba
Chamical Airport,Gobernador Gordillo,America/Argentina/La_Rioja
San Fernando Airport,San Fernando,America/Buenos_Aires
Mariano Moreno Airport,Jose C. Paz,America/Buenos_Aires
La Plata Airport,La Plata,America/Buenos_Aires
Moron Airport,Moron,America/Buenos_Aires
El Palomar Airport,El Palomar,America/Buenos_Aires
Chos Malal Airport,Chosmadal,America/Argentina/Salta
Dr. Arturo H. Illia Airport,Fuerte Gral Roca,America/Argentina/Salta
El Plumerillo Airport,Mendoza,America/Mendoza
Comodoro D.R. Salomón Airport,Malargue,America/Mendoza
Suboficial Ay Santiago Germano Airport,San Rafael,America/Mendoza
Catamarca Airport,Catamarca,America/Catamarca
Vicecomodoro Angel D. La Paz Aragonés Airport,Santiago Del Estero,America/Cordoba
Tinogasta Airport,Tinogasta,America/Catamarca
Capitan V A Almonacid Airport,La Rioja,America/Argentina/La_Rioja
Chilecito Airport,Chilecito,America/Argentina/La_Rioja
Teniente Benjamin Matienzo Airport,Tucuman,America/Argentina/Tucuman
Domingo Faustino Sarmiento Airport,San Juan,America/Argentina/San_Juan
Area De Material Airport,Rio Cuarto,America/Cordoba
Villa Dolores Airport,Villa Dolores,America/Cordoba
La Quiaca Airport,Laboulaye,America/Jujuy
Marcos Juarez Airport,Marcos Juarez,America/Cordoba
Villa Reynolds Airport,Villa Reynolds,America/Argentina/San_Luis
Brigadier Mayor D Cesar Raul Ojeda Airport,San Luis,America/Argentina/San_Luis
Corrientes Airport,Corrientes,America/Cordoba
Resistencia International Airport,Resistencia,America/Cordoba
Formosa Airport,Formosa,America/Cordoba
Cataratas Del Iguazú International Airport,Iguazu Falls,America/Cordoba
Paso De Los Libres Airport,Paso De Los Libres,America/Cordoba
Monte Caseros Airport,Monte Caseros,America/Cordoba
Libertador Gral D Jose De San Martin Airport,Posadas,America/Cordoba
Termal Airport,Presidencia R.s.pena,America/Cordoba
Martin Miguel De Guemes International Airport,Salta,America/Argentina/Salta
Gobernador Horacio Guzman International Airport,Jujuy,America/Jujuy
Orán Airport,Oran,America/Argentina/Salta
Laboulaye Airport,La Quiaca,America/Cordoba
El Dorado Airport,El Dorado,America/Cordoba
Goya Airport,Goya,America/Cordoba
Oberá Airport,Obera,America/Cordoba
Reconquista Airport,Reconquista,America/Cordoba
Curuzu Cuatia Airport,Curuzu Cuatia,America/Cordoba
El Bolson Airport,El Bolson,America/Argentina/Salta
General E. Mosconi Airport,Comodoro Rivadavia,America/Catamarca
Brigadier Antonio Parodi Airport,Esquel,America/Catamarca
Almirante Marco Andres Zar Airport,Trelew,America/Catamarca
Gobernador Castello Airport,Viedma,America/Argentina/Salta
El Tehuelche Airport,Puerto Madryn,America/Catamarca
Puerto Deseado Airport,Puerto Deseado,America/Argentina/Rio_Gallegos
Hermes Quijada International Airport,Rio Grande,America/Argentina/Ushuaia
Piloto Civil N. Fernández Airport,Rio Gallegos,America/Argentina/Rio_Gallegos
Malvinas Argentinas Airport,Ushuaia,America/Argentina/Ushuaia
Capitan D Daniel Vazquez Airport,San Julian,America/Argentina/Rio_Gallegos
Perito Moreno Airport,Perito Moreno,America/Argentina/Rio_Gallegos
Santa Cruz Airport,Santa Cruz,America/Argentina/Rio_Gallegos
Comandante Espora Airport,Bahia Blanca,America/Buenos_Aires
Brigadier D.H.E. Ruiz Airport,Colonel Suarez,America/Buenos_Aires
Olavarria Airport,Olavarria,America/Buenos_Aires
General Pico Airport,General Pico,America/Argentina/Salta
Tres Arroyos Airport,Tres Arroyos,America/Buenos_Aires
Bolivar Airport,Bolivar,America/Buenos_Aires
Ástor Piazzola International Airport,Mar Del Plata,America/Buenos_Aires
Presidente Peron Airport,Neuquen,America/Argentina/Salta
Comodoro Pedro Zanni Airport,Pehuajo,America/Buenos_Aires
Santa Rosa Airport,Santa Rosa,America/Argentina/Salta
San Carlos De Bariloche Airport,San Carlos De Bariloche,America/Argentina/Salta
Héroes De Malvinas Airport,Tandil,America/Buenos_Aires
Villa Gesell Airport,Villa Gesell,America/Buenos_Aires
Cutral-Co Airport,Cutralco,America/Argentina/Salta
Aviador C. Campos Airport,San Martin Des Andes,America/Argentina/Salta
Conceição do Araguaia Airport,Conceicao Do Araguaia,America/Belem
Campo Délio Jardim de Mattos Airport,Rio De Janeiro,America/Sao_Paulo
Amapá Airport,Amapa,America/Fortaleza
Araraquara Airport,Araracuara,America/Sao_Paulo
Santa Maria Airport,Aracaju,America/Fortaleza
Piloto Osvaldo Marques Dias Airport,Alta Floresta,America/Campo_Grande
Araçatuba Airport,Aracatuba,America/Sao_Paulo
Val de Cans/Júlio Cezar Ribeiro International Airport,Belem,America/Belem
Comandante Gustavo Kraemer Airport,Bage,America/Sao_Paulo
Pampulha - Carlos Drummond de Andrade Airport,Belo Horizonte,America/Sao_Paulo
Bacacheri Airport,Curitiba,America/Sao_Paulo
Major Brigadeiro Doorgal Borges Airport,Barbacena,America/Sao_Paulo
Presidente Juscelino Kubistschek International Airport,Brasilia,America/Sao_Paulo
Bauru Airport,Bauru,America/Sao_Paulo
Atlas Brasil Cantanhede Airport,Boa Vista,America/Boa_Vista
Barra do Garças Airport,Barra Do Garcas,America/Campo_Grande
Cascavel Airport,Cascavel,America/Sao_Paulo
Cachimbo Airport,Itaituba,America/Belem
Tancredo Neves International Airport,Belo Horizonte,America/Sao_Paulo
Campo Grande Airport,Campo Grande,America/Campo_Grande
Serafin Enoss Bertaso Airport,Chapeco,America/Sao_Paulo
Brig. Lysias Augusto Rodrigues Airport,Carolina,America/Fortaleza
Diomício Freitas Airport,Criciuma,America/Sao_Paulo
Canoas Air Force Base,Porto Alegre,America/Sao_Paulo
Bartolomeu Lisandro Airport,Campos,America/Sao_Paulo
Corumbá International Airport,Corumba,America/Campo_Grande
Afonso Pena Airport,Curitiba,America/Sao_Paulo
Caravelas Airport,Caravelas,America/Fortaleza
Hugo Cantergiani Regional Airport,Caxias Do Sul,America/Sao_Paulo
Marechal Rondon Airport,Cuiaba,America/Campo_Grande
Cruzeiro do Sul Airport,Cruzeiro do Sul,America/Rio_Branco
Presidente Prudente Airport,President Prudente,America/Sao_Paulo
Eduardo Gomes International Airport,Manaus,America/Boa_Vista
Jacareacanga Airport,Jacare-acanga,America/Belem
São Pedro da Aldeia Airport,Sao Pedro Da Aldeia,America/Sao_Paulo
Cataratas International Airport,Foz Do Iguacu,America/Sao_Paulo
Hercílio Luz International Airport,Florianopolis,America/Sao_Paulo
Fernando de Noronha Airport,Fernando Do Noronha,America/Fortaleza
Furnas Airport,Alpinopolis,America/Sao_Paulo
Pinto Martins International Airport,Fortaleza,America/Fortaleza
Rio Galeão – Tom Jobim International Airport,Rio De Janeiro,America/Sao_Paulo
Guajará-Mirim Airport,Guajara-mirim,America/Boa_Vista
Santa Genoveva Airport,Goiania,America/Sao_Paulo
EMBRAER - Unidade Gavião Peixoto Airport,Macae,America/Sao_Paulo
Guarulhos - Governador André Franco Montoro International Airport,Sao Paulo,America/Sao_Paulo
Guaratinguetá Airport,Guaratingueta,America/Sao_Paulo
